id	tgt_text
audio_0_16201	▁ r e f e r ▁ s l i d e ▁ t i m e ▁ 3 4 0 1 ▁त ▁ i 1 ▁2 ▁ए म प य र
audio_0_19939	▁त ब ▁स म ग र ▁व च ल न ▁क ▁उस क ▁क रण ▁म ▁त ड न ▁क ▁लए ▁हम न ▁इन ▁स र ल ▁स त र ▁पर ▁ च र च ▁क ▁थ
audio_0_139878	▁त ▁यह ▁v b n ▁ह ▁इसलए ▁v b n ▁1 8 0 ▁ड ग र ▁ल
audio_0_165272	▁ a ▁ब न ▁ ग य ▁ह ▁ 3 ▁इसलए ▁यह ▁स भ व ▁ह ▁यद ▁आप ▁स द र भ ▁द व र ▁व प स ▁करत ▁ह
audio_0_170871	▁त ▁पर ट न ▁ फ ल ड ग स म स य ▁कय ▁ह
audio_0_163070	▁अब ▁हम ▁अ ध भ र ▁स क ल प ▁क ▁एक ▁ झ ल क ▁द न ▁क ▁लए ▁आ ग ▁ब ढ ग
audio_0_166990	▁आ ध र ▁1 ▁ड ट ▁अ ग र ▁म ▁इस ▁ल ख त ▁ह ▁त ▁इस क ▁म त ल ब ▁यह ▁ड ट ▁स द स य ▁ह ग ▁य ▁इस क ▁म त ल ब ▁ह ग ▁क ▁यह ▁ड ट ▁स द स य ▁ ऑ ब ज क ट ▁म ▁ह ▁यद ▁यह ▁ड ▁ह
audio_0_26116	▁अब ▁हम ▁इस ▁ छ ट ▁ y ▁0 ▁ छ ट ▁ y ▁1 ▁ छ ट ▁ y ▁2 ▁ छ ट ▁ y ▁ 3 ▁ज ▁ n ▁पर प त ▁स ब ल ▁ह ▁क ▁एक ▁म ह त व प रण ▁पर प र ट ▁क ▁न र कष ण ▁करत ▁ह
audio_0_11756	▁और ▁ ध र व त ▁क ▁ च ह न त ▁कर ▁ ठ क ▁ह
audio_0_10353	▁ r e f e r ▁ s l i d e ▁ t i m e ▁1 8 1 0 ▁त ▁यह ▁ r 2 ▁ i 2 ▁ i 2 2 ▁ r 1 ▁ब न ▁ज ए ग
audio_0_158333	▁अब ▁प ह ल ▁ब ध ▁1 0 ▁स ▁ ग ण ▁कय ▁ह ▁त ▁यह ▁क ह त ▁ह ▁क ▁ 3 0 x 1 ▁ 3 0 x 2 ▁क ▁2 1 0 ▁ह न ▁ च ह ए
audio_0_126060	▁वह ▁म र ▁v i n ▁ह ग ▁इस क ▁म त ल ब ▁ह ▁इन प ट ▁पर ▁इ त न ▁व ल ट ज ▁म झ ▁अ प न ▁आ उ ट प ट ▁क ▁0 ▁ब न न ▁क ▁लए ▁द न ▁ह ग
audio_0_20874	▁लग ▁इस ▁ब र ▁म ▁ ठ क ▁स ▁अ व ग त ▁नह ▁ह ▁क ▁यह ▁त क न क ▁क स ▁क म ▁करत ▁ह ▁व स त व ▁म ▁पर म ण ओ ▁स ▁ ऊ र ज ▁क ▁उपयग ▁क स ▁ह त ▁ह ▁ ठ क ▁इस ▁तरह ▁हम ▁ ई ध न ▁क ▁उपयग ▁करत ▁ह ▁य ▁क स ▁हम ▁व क रण ▁क ▁ ख त र ▁स ▁आ स प स ▁क ▁ र कष ▁कर ▁सकत ▁ह
audio_0_130473	▁त ▁म र ▁पस ▁कय ▁ह ग ▁v d s ▁v g s ▁v t ▁और ▁उस क ▁बद ▁हम र ▁पस ▁क छ ▁भ ▁नह ▁ह ▁लक न ▁ च क ▁v g s ▁v g s ▁1 ▁यह ▁क रण ▁ह ▁क ▁ ढ ल न ▁2 ▁ ढ ल न ▁1 ▁स ▁क म ▁ह ▁और ▁ज ल द ▁प च ▁ ऑ फ ▁बद ▁ह ▁ज ए ग
audio_0_25866	▁अ ग र ▁हम ▁एक ▁स र ल ▁ उ द ह रण ▁ल ▁ h ▁2 ▁1 ▁त ▁यह ▁ च न ल ▁क ए फ श ए ट ▁ह ▁ t x ▁ए ट न ▁1 ▁और ▁ r ▁ x ▁ए ट न ▁2 ▁क ▁ब च ▁क ▁और ▁आ ग ▁अब ▁अ ग र ▁हम ▁हम र ▁ m i m o ▁स स ट म ▁क ▁दख
audio_0_154175	▁ उ द ह रण ▁क ▁लए ▁इसलए ▁म ▁ए न ल स स ▁क ▁लए ▁त न ▁पर क र ▁क ▁क ड क टर ▁त न ▁पर क र ▁क ▁म इ क र स टर प ▁ल इ न ▁पर ▁ च र च ▁कर ▁रह ▁थ
audio_0_106417	▁त ▁1 ▁ h ▁और ▁2 ▁ h ▁क ▁ब च ▁भ न न ▁ह त ▁ह ▁ज ह ▁त क ▁क ल म ▁क ▁स ब ध ▁ह
audio_0_112812	▁अब ▁हम ▁द स र ▁स म क रण ▁क ▁दख त ▁ह ▁ज ▁ b 1 ▁ह
audio_0_117223	▁त ▁यह ▁ब ह त ▁म ह त व प रण ▁ह ▁यद ▁ j ▁ k ▁क ▁ब र ब र ▁ह ▁त ▁व स त व ▁म ▁क ह ▁रह ▁ह ▁हम ▁यह ▁सथ त ▁म ल ▁रह ▁ह ▁ ठ क ▁ह
audio_0_165543	▁एक ▁ब ह त ▁ह ▁ र च क ▁स व च ल त ▁व स त ▁ह ▁जस म ▁ज व न ▁भ र ▁क ▁ ग ज इ श ▁ह त ▁ह ▁ज ▁उस ▁स म य ▁पर ▁न र भ र ▁ह त ▁ह ▁ज ▁ज र र ▁नह ▁क ▁स क ल न ▁क ▁स म य ▁पर ▁ह ▁ज ▁अन य ▁स भ ▁स व च ल त ▁व स त ओ ▁क ▁लए ▁व श ष ट ▁ह
audio_0_169110	▁इसलए ▁स क ल क ▁क ▁पस ▁ र न ट इ म ▁पर ▁द ए ▁ ग ए ▁सकत क ▁क ▁रप ▁म ▁ज न न ▁क ▁क ई ▁त र क ▁नह ▁ह ▁ज ▁क ▁उस ▁व स त ▁क ▁पर क र ▁ह ▁जस ▁वह ▁व स त व ▁म ▁इ ग त ▁कर ग ▁लक न ▁फर ▁भ ▁उस ▁एक ▁क ड ▁ उ त प न न ▁करन ▁ह ग ▁ज ▁न ष प द न ▁क ▁द र न ▁ड य न म क ▁पर क र ▁क ▁अन स र ▁क म ▁कर ग
audio_0_172519	▁स र च ▁म ▁स र च ▁ ऑ प शन ▁पर ▁ज ए ▁और ▁फर ▁ ट क स ट ▁पर ▁क ल क ▁कर ▁और ▁फर ▁इ म ट न ब ▁द ▁और ▁फर ▁ए टर ▁पर ▁क ल क ▁कर
audio_0_140843	▁म त ल ब ▁ह ▁क ▁ड ज इ न ▁म प द ड ▁क ▁एक ▁म प द ड ▁पर त ▁ ध व न ▁ह
audio_0_130357	▁इसलए ▁जब ▁आपक ▁पस ▁ड ई ल क टर क ▁म टर य ल ▁स ▁अ ल ग ▁2 ▁स व ह क ▁प ल ट ▁ह त ▁ह ▁त ▁यह ▁आपक ▁स ध र त र ▁ब न ▁जत ▁ह ▁यह ▁एक ▁स ध र त र ▁क ▁पर भ ष ▁ह
audio_0_112907	▁ह ल क ▁व स त व ▁म ▁ब ल ▁यह ▁ उ प ल ब ध ▁नह ▁ह ▁आप ▁क छ ▁भ ▁आप र त ▁नह ▁कर ▁रह ▁ह
audio_0_127484	▁त ▁इस ▁म ड य ल ▁म ▁आपक ▁स व ग त ▁ह ▁और ▁इस ▁म ड य ल ▁म ▁हम ▁ उ न ▁पर य ग ▁क ▁पर द र शन ▁कर ग ▁ज ▁हम न ▁प छ ल ▁म ड य ल ▁म ▁दख ▁ह ▁ज ▁ब ड ▁पस ▁ फ ल टर ▁क ▁ब र ▁म ▁स द ध त ▁भ ग ▁ह
audio_0_131004	▁इसलए ▁पर त क र य ▁क ▁आ क र ▁ 3 ▁ज म ▁ 6 5 5 3 5 ▁ज म ▁1 6 ▁ब इ ट स ▁ह न ▁ज ▁रह ▁ह
audio_0_10631	▁ r e f e r ▁ s l i d e ▁ t i m e ▁2 9 0 6 ▁त ▁इसलए ▁वह ▁ r v ▁ c q ▁0 ▁2 0 ▁व ल ट ▁और ▁v 0 ▁क प ट ल ▁v 0 ▁v ▁ c q ▁0 ▁2 0 ▁व ल ट ▁क ▁लए ▁कय क ▁यह ▁स म त ल य ▁स र क ट ▁स र त ▁म क त ▁ r c ▁स र क ट ▁ह ▁और ▁यह ▁ 4 ▁म इ क र ▁फर ड ▁ह ▁और ▁यह ▁2 ▁ 5 0 ▁क ल ▁ ω ▁ह
audio_0_132857	▁इसलए ▁ उ द ह रण ▁क ▁लए ▁यद ▁हम र ▁पस ▁1 0 0 ▁य ▁उस क ▁आ स ▁पस ▁क ▁म प ▁क ▁ब र ▁म ▁प त ▁ह ▁त ▁हम र ▁एक ▁स ह स ब ध ▁ह ▁ज ▁0 0 5 ▁स ▁क म ▁ह ▁लक न ▁जस ▁क ▁हम ▁म प ▁क ▁स ख य ▁ब ढ त ▁ह ▁हम र ▁पस ▁एक ▁स ह स ब ध ▁ह ▁ज ▁क ▁0 1 ▁स ▁क फ ▁अ ध क ▁ह
audio_0_120661	▁कय क ▁आपक ▁पर च ल न ▁लग त ▁भ ▁क म ▁ह ▁जत ▁ह ▁और ▁हम ▁यह ▁भ ▁ च र च ▁नह ▁कर ▁रह ▁ह ▁क ▁आपक ▁पस ▁अब ▁ ग र ह क ▁अ ध ग र ह ण ▁लग त ▁नह ▁ह ▁जस क ▁भ ग त न ▁प ह ल ▁स ▁ह ▁कर ▁द य ▁ ग य ▁ह ▁जस ▁पर ▁हम ▁प ह ल ▁ च र च ▁कर ▁ च क ▁ह
audio_0_135408	▁त य ह ▁भ ▁अ भ ▁अ भ स रण ▁क ▁लए ▁पर य प त ▁नह ▁ह
audio_0_127521	▁त ▁हम र ▁पर य ग ▁ब ड ▁पस ▁ फ ल टर ▁पर ▁ह ▁ह ▁न
audio_0_110913	▁त ▁यह ▁वह ▁प इ ट ▁ह ▁ज ह ▁हम न ▁आ ख र ▁व य ख य न ▁क ▁ छ ड ▁थ ▁अब ▁हम ▁यह ▁स ▁ज र ▁ र ख त ▁ह
audio_0_20310	▁आ ध क र क ▁रप र ट ▁क ▁अन स र ▁ब ल र स ▁य क र न ▁और ▁ र स ▁म ▁ 8 4 0 0 0 0 0 ▁स ▁अ ध क ▁लग ▁व क रण ▁क ▁स प र क ▁म ▁थ
audio_0_128333	▁त ▁अब ▁हम ▁दख ▁सकत ▁ह ▁हम ▁इस ▁फर ▁स ▁पर स ▁कर ▁रह ▁ह ▁इस क ▁यह ▁म त ल ब ▁क ▁हम ▁फर ▁स ▁ च न ल ▁1 ▁क ▁त र फ ▁ज ▁सकत ▁ह ▁जब ▁हम ▁म ड ▁क ▁स व च ▁ ऑ फ ▁करत ▁ह
audio_0_157316	▁ श य द ▁म र ▁ल ड ▁ च ह ▁वह ▁ d c m o t o r ▁ d r i v e ▁ह ▁य ▁आ र ए ल ▁ल ड ▁यह ▁क ई ▁फर क ▁नह ▁प ड त
audio_0_20767	▁और ▁वह ▁स ▁ ध र ▁ ध र ▁अ ध क ▁ज ट ल ▁य ▁अ ध क ▁ उ न न त ▁व ष य ▁क ▁ ओ र ▁अ ग र स र ▁ह ग
audio_0_126086	▁स क र न ▁म ▁आप ▁ज ▁दख त ▁ह ▁वह ▁ u a 7 4 1 ▁ह ▁ ठ क ▁ह
audio_0_24713	▁अ ल प ▁अ व ध ▁म ▁भ ▁क म ▁कर ग ▁जत न ▁ब र ▁पर म शन ▁कय ▁ज ए ग ▁ उ त न ▁ब र ▁आ म द न ▁ह ग ▁और ▁वह ▁क म ▁ह ▁ज ए ग ▁कय क ▁ ग र ह क ▁फर ▁स ▁अ प न ▁सथ न य ▁कर ग र ▁क ▁पस ▁ च ल ▁ज ए ग
audio_0_155353	▁अब ▁स म थ ▁ च र ट ▁व य व स य क ▁रप ▁स ▁ उ प ल ब ध ▁ह ▁ उ न ह ▁इ टर न ट ▁स ▁भ ▁ड उ न ल ड ▁कय ▁ज ▁सकत ▁ह
audio_0_123464	▁स र ल ▁व र त म न ▁द र प ण ▁स र क ट ▁म ▁त र ट य ▁क ▁क स क ड ▁व र त म न ▁द र प ण ▁क ▁उपयग ▁कर क ▁क म ▁कय ▁ज ▁सकत ▁ह
audio_0_21271	▁अब ▁हम ▁ब उ ड र ▁क ड शन ▁क ▁उपयग ▁करत ▁ह ▁इस ▁तरह ▁क ▁ब उ ड र ▁क ड शन ▁ r ▁ब र ब र ▁0 ▁ह ▁त प म न ▁ t ▁न ट ▁ह ▁ज ▁स टर ल ▁ल इ न ▁क ▁त प म न ▁इ टर ▁ल इ न ▁क ▁पर त क ल ▁प ल न ▁आ फ ▁स म टर ▁ह ▁इस क ▁सथ ▁सथ ▁ ट प र च र ▁ ग र ड य ट ▁0 ▁ह
audio_0_121599	▁स व ▁पर द त ▁और ▁स व ▁ ग र ह क ▁क ▁ब च ▁पर त य क ▁ब त च त ▁अ प न ▁आप ▁म ▁अ द व त य ▁ह
audio_0_141729	▁त ▁भ ▁आपक ▁ उ त त र ▁स म न ▁ह ▁रह ग ▁त ▁अब ▁यह ▁1 0 0 ▁स ▁ ग ण ▁करन ▁पर ▁आपक ▁1 4 2 6 ▁म ल ग ▁म र ▁आप स ▁क व ल ▁इ त न ▁ह ▁अन र ध ▁ह ▁क ▁यह ▁स ब ▁ ग ण न ▁म न ▁क ▁ह ▁यद ▁क स ▁भ ▁ ग ण न ▁म ▁आपक ▁क ह ▁त र ट ▁म ल त ▁ह ▁त ▁आप ▁म झ ▁म ल ▁कर ▁सकत ▁ह
audio_0_148700	▁म ▁अब ▁स ▁क छ ▁म न ट ▁म ▁आपक ▁इस ▁ब र ▁म ▁ब त ऊ ग ▁लक न ▁आ इ ए ▁हम ▁अ ग ल ▁ 3 0 ▁म न ट ▁म ▁अ व ल क न ▁पर ▁न ज र ▁ड ल त ▁ह ▁य ▁आप ▁न म न ल ख त ▁क ष त र ▁पर ▁न ज र ▁ड ल य ▁और ▁म ▁इस क ▁व व रण ▁आपक ▁स म झ त ▁ह ▁प ठ य क र म ▁ श र ▁करन ▁स ▁प ह ल ▁इस ▁प ठ य क र म ▁क ▁ब र ▁म ▁क छ ▁ब त ▁ह ▁ज ▁म ▁आप स ▁ब ह त ▁ ध य न ▁स ▁स न न ▁क ▁लए ▁क ह ग
audio_0_111643	▁इसलए ▁यद ▁हम ▁क ▁म न ▁यह ▁ड ल त ▁ह ▁त ▁हम ▁ फ ज ▁व ल स ट ▁म ल ग ▁v p v 1 ▁ f c f 2
audio_0_24877	▁प न ▁य ▁क त ब ▁ च न न ▁प ह ल ▁क द म ▁ह ▁सकत ▁ह ▁ उ द ह रण ▁क ▁लए ▁स म ▁क ▁पस ▁ब ह त ▁स र ▁न ट ब क ▁ह ▁सकत ▁ह ▁और ▁यह ▁स ब ▁अ ल ग ▁कर म ▁अ ल ग ▁व ष य ▁अ ल ग ▁पर क र ▁क ▁ह ▁सकत ▁ह ▁और ▁क ल प न ▁क ज ए ▁क ▁यद ▁ ग ण त ▁क ▁ श कष क ▁क कष ▁म ▁ह ग ▁त ▁वह ▁क भ ▁नह ▁ च ह ग ▁क ▁स म ▁अ प न ▁व ज ञ न ▁क ▁न ट ब क ▁न क ल
audio_0_103881	▁यह ▁प ह ल ▁स व ल ▁ह ▁और ▁द स र ▁स व ल ▁यह ▁ह ▁क ▁कय ▁यह ▁एक ल ▁व य क त ग त ▁क श क ओ ▁य ▁पर ▁ए ड थ ल य म ▁य ▁ए प थ ल य म ▁द व र ▁ ऑ र क स टर ट ड ▁ह
audio_0_154343	▁इस ▁स ल इ ड ▁म ▁म ▁ए स ब ल ▁ औ स त ▁क ▁ब र ▁म ▁ च र च ▁कर ▁रह ▁थ
audio_0_163617	▁और ▁क स ▁क ▁भ ▁ श र ष ▁म र क र ▁क ▁बद ल न ▁य ▁स रण ▁क ▁क स ▁भ ▁सथ न ▁म ▁म न म न ▁ ढ ग ▁स ▁क छ ▁ल ख न ▁म ▁स कष म ▁नह ▁ह न ▁ च ह ए ▁कय क ▁स ट क ▁क ▁प ह ल ▁स ▁ब ह र ▁स प त त ▁म ▁अ त म ▁ब न ए ▁ र ख न ▁क ▁आ व श य क त ▁ह
audio_0_152527	▁त ▁हम ▁यह ▁ उ द ह रण ▁ x 3 ▁ 5 x 1 0 ▁क ▁सथ ▁ज ए ग ▁वह ▁ उ द ह रण ▁जस ▁हम न ▁प ह ल ▁ल य ▁ह ▁और ▁आ इ ए ▁हम ▁उस ▁ र ट ▁क ▁ ग ण न ▁कर ▁ज ▁0 2 0 ▁थ ▁और ▁इस ▁तरह
audio_0_16736	▁ r e f e r ▁ s l i d e ▁ t i m e ▁2 7 2 1 ▁इस ▁पर क र ▁इस ▁पर क र ▁व श द ध ▁क प स ट व ▁स र क ट ▁व श द ध ▁क प स ट व
audio_0_152496	▁त ▁यह ▁ फ क शन ▁ह ▁ फ क शन ▁ g ▁म ▁स ▁एक ▁हम ▁हम श ▁ x ▁ f ▁क ▁रप ▁म ▁ च न ▁सकत ▁ह ▁और ▁यह ▁क छ ▁भ ▁नह ▁ह ▁लक न ▁यह ▁क ह ▁रह ▁ह ▁क ▁ f ▁ x g ▁क ▁ब र ब र ▁ह ▁त ▁यह ▁हम ▁ब ल क ल ▁ f x 0 ▁द ग
audio_0_104438	▁म ▁इस क ▁ब च ▁इस ▁तरह ▁क ▁प त ▁लग ▁सकत ▁ह ▁म ▁इस ▁पर कष प व क र ▁क ▁ब च ▁क ▁क ण ▁क ▁प त ▁लग ▁सकत ▁ह ▁म र ▁पस ▁क छ ▁थ ट ▁पर इ म ▁ह ग
audio_0_103260	▁कय ▁एक ल ▁त न व ▁ फ इ ब र ▁म ▁स क ड न ▁क ▁अन म न ▁लग न ▁स भ व ▁ह
audio_0_106937	▁त ▁एक ▁स र त ▁त ज ▁ र ख ▁म र टर ▁य ▁प न ▁ह ▁सकत ▁ह ▁जस क ▁उपयग ▁आप ▁व स त व ▁म ▁ ई ट ▁क ▁ ध न ▁य ▁न र म ण ▁स ▁प ह ल ▁ ई ट ▁क ▁ ग ल ▁करन ▁क ▁लए ▁करत ▁ह
audio_0_128725	▁इस क ▁म त ल ब ▁ह ▁यद ▁म ▁इस ▁व श ष ▁ टर म न ल ▁पर ▁इन प ट ▁स ग न ल ▁लग ▁करत ▁ह ▁त ▁म र ▁आ उ ट प ट ▁पर व र ध त ▁ह ग ▁लक न ▁ च रण ▁स ह ▁म
audio_0_154750	▁इस ▁क म न स र ट ▁ फ ल टर ▁ड ज इ न ▁क ▁म ल ▁स द ध त ▁ह ▁क ▁यद ▁हम र ▁पर ▁पर ण ल ▁म ▁इस ▁ छ ट ▁और ▁ ख ल ▁जस ▁क छ ▁त त व ▁क ▁ल ब ई ▁ह
audio_0_173470	▁इस स ▁स भ ▁ र स ड य ▁ए ल इ न ▁ह ▁जत ▁ह
audio_0_106711	▁ ऊ र ध व ध र ▁स ट ग र ▁क ▁प श ▁करन ▁क ▁ च न त ▁और ▁एक ▁स त त ▁ ऊ र ध व ध र ▁ शन य ▁पर प त ▁करन ▁म ▁स कष म ▁ह न ▁ब न य द ▁ज य म त य ▁ च न त ▁ह ▁ज ▁क स ▁क ▁पर ब ल त ▁ च न ई ▁क ▁इन ▁पर क र ▁म ▁ह ग ▁और ▁अ त ▁म ▁ ख ख ल ▁ब ल क ▁क ▁न र म ण ▁ज ह ▁ ख ख ल ▁ब ल क ▁क ▁स य ज न ▁क ▁रप ▁म ▁आप ▁यह ▁दख ▁रह ▁ह ▁और ▁य ▁आ क र ▁व ल ▁ब ल क ▁आप ▁द व र ▁म ▁क ष त ज ▁और ▁ ऊ र ध व ध र ▁स द ढ क रण ▁क ▁न ट व र क ▁पर प त ▁कर ▁सकत ▁ह
audio_0_24605	▁फर ▁इस ▁कर य ▁क ▁त न ▁भ ग ▁प ह ल ▁द र न ▁और ▁बद ▁म ▁ब ट ▁जत ▁ह ▁और ▁इन ▁लग ▁न ▁इस क ▁प ल न ▁कय
audio_0_21168	▁क ई ▁पर क र ▁क ▁न य क ल य र ▁ फ य ल ▁ह ▁सकत ▁ह ▁ज ▁हम ▁प ▁सकत ▁ह ▁एक ▁ ऑ क स इ ड ▁ ई ध न ▁ह ▁सकत ▁ह ▁य र न य म ▁ ऑ क स इ ड ▁य ▁प ल ट न य म ▁ ऑ क स इ ड ▁य ▁इस क ▁म श रण ▁ र ए क टर ▁क ▁अ द र ▁ ई ध न ▁क ▁रप ▁म ▁म ल न ▁क फ ▁आ म ▁ह ▁जस ▁ ऑ क स इ ड ▁ ई ध न ▁आ म ▁त र ▁पर ▁ श द ध ▁ ध त ▁क ▁त ल न ▁म ▁ब ह त ▁ उ च च ▁ ग ल न क ▁पर द न ▁करत ▁ह
audio_0_167704	▁और ▁इस ▁ च रण ▁एक ▁अ प व द ▁क ह ▁जत ▁ह ▁ज ह ▁आप ▁प ह च न त ▁ह ▁क ▁त र ट ▁क ▁सथ त ▁ब न ▁ ग ई ▁ह
audio_0_11908	▁लक न ▁भ र त ▁म ▁ह ▁ 5 0 ▁ह र ट ज ▁ 5 0 ▁ह र ट ज ▁म त ल ब ▁यह ▁ह ▁ 5 0 ▁स इ क ल स ▁पर त ▁स क ड ▁यह ▁आ व त त ▁ह ▁ ठ क ▁ह
audio_0_133354	▁प य ए फ ▁पर ▁व ड य ▁लक च र ▁क ▁स म प त ▁करन ▁क ▁लए ▁आप ▁दख त ▁ह ▁व भ न न ▁कर प ट ग र फ क ▁ च ज ▁जस ▁पर म ण क रण ▁ ग प त ▁क ज ▁अ त य त ▁उपयग ▁त क न क ▁य ▁त त र ▁ह
audio_0_173628	▁व य व स थ त ▁हम ▁स ट क ▁म द र ▁पर प त ▁कर ▁सकत ▁ह
audio_0_19423	▁त ▁अब ▁आपक ▁कय ▁ र य ▁ह
audio_0_162437	▁हम न ▁इस ▁तरह ▁क ▁क स ट ग ▁करन ▁क ▁ ख त र ▁क ▁दख ▁ह ▁और ▁कय क ▁हम न ▁न च ▁इस ▁ उ द ह रण ▁म ▁दख ▁ह ▁क ▁यह ▁स भ व ▁ह ▁क ▁म र ▁पस ▁एक ▁क स ट ग ▁ह ▁जस ▁क स ट ▁नह ▁कय ▁ज न ▁ह ▁कय क ▁यह ▁द ▁अ स ब ध त ▁क ल स ▁ह
audio_0_109627	▁इसलए ▁यह ▁क म ज र ▁ह ▁ज ह ▁त क ▁द व र ▁क ▁स ब ध ▁ह ▁इस ▁ ध य न ▁म ▁ र ख ▁ज न ▁ च ह ए
audio_0_106241	▁यह ▁त क ▁क ▁अ ग र ▁आप ▁क ▁दख न ▁क ▁लए ▁ज ह ▁आप ▁एक ▁द व र ▁क ▁दख ग ▁ज ▁ ऊ च ई ▁अन प त ▁ल ब ई ▁ह ▁ज ▁एक ▁य ▁ ऊ च ई ▁ल ब ई ▁स ▁अ ध क ▁ह ▁और ▁फर ▁स ▁ 3 ▁प कष ▁पर ▁आ ल म ब त ▁ह ▁द र र ▁पर र प ▁क ▁तरह ▁दख ग ▁क ▁आप ▁इस ▁म ▁कय ▁दख ▁सकत ▁ह ▁जस ▁क ▁ च त र ▁म ▁न च ▁दख य ▁ ग य ▁ह ▁ज ह ▁फर ▁स ▁आपक ▁पस ▁लग भ ग ▁व क रण ▁द र र ▁ह ▁ज ▁ श र ▁ह त ▁ह
audio_0_120340	▁म ▁स र फ ▁यह ▁यद ▁ र ख ग ▁क ▁यह ▁ ठ क ▁नह ▁ह ▁हम र ▁पस ▁ ग ह र ई ▁म ▁ज न ▁क ▁स म य ▁नह ▁ह ▁लक न ▁म ▁यद ▁कर ग ▁और ▁यद ▁आप ▁ च ह ▁त ▁यद ▁आप ▁इस ▁अ व ध रण ओ ▁स ▁पर च त ▁नह ▁ह ▁त ▁म ▁आप स ▁अन र ध ▁कर ग ▁क ▁आप ▁आ स न ▁स ▁न ट ▁पर ▁ज ▁सकत ▁ह
audio_0_158153	▁इस ▁व ज ह ▁स ▁एक ▁इन प ट ▁ फ ड ग ▁ल इ न ▁स ▁म ▁क ई ▁आ उ ट प ट ▁पर प त ▁कर ▁स क ▁जब ▁क ▁यह ▁ र ख क ▁न य म त ▁ब ज ल ▁आप र त ▁क ▁अ ध क श ▁स म य ▁म ▁नह ▁ह त
audio_0_13862	▁त ▁यह ▁ टर म न ल ▁ह ▁ज ▁इस ▁द र ज ▁कर ▁रह ▁ह ▁यह ▁व स त व ▁म ▁व ल ट ▁ह ग ▁ड र प ▁ t e r m i n a l s ▁ल ▁क ▁बद ▁ह ग ▁ज ▁क ▁ i r ▁ह
audio_0_14109	▁त ▁ ध र ▁व भ ज न ▁व ध ▁इसलए ▁ i ▁1 0 ▁ r ▁ 4 5 ▁ r ▁स ▁व भ ज त ▁ह ▁कय क ▁य ▁स म न त र ▁म ▁ह
audio_0_12812	▁त ▁अ ग र ▁दख ▁त ▁दख ▁क ▁क प स टर ▁एक ▁ ओ प न ▁स र क ट ▁क ▁क म ▁करत ▁ह ▁एक ▁ ओ प न ▁स र क ट ▁क ▁रप ▁म ▁कर य ▁करत ▁ह
audio_0_10935	▁त ▁ ω ▁ t ▁0 o o ▁त ▁उस क ▁अ र थ ▁ह ▁यह ▁ह ▁ i m ▁2 ▁0 ▁ o
audio_0_169595	▁यह ▁व स त व ▁म ▁यह ▁ह ▁व स त व क ▁ d r a w f u n c i o n ▁म ▁पर ट ▁नह ▁ह ग
audio_0_105131	▁इसलए ▁यद ▁आप ▁अ व र ध ▁करत ▁ह ▁यद ▁आप ▁ब ल ब स ट ट न ▁क ▁सथ ▁क श क ओ ▁क ▁इ ल ज ▁करत ▁ह ▁ज ▁म य स न ▁ i i ▁अ व र ध क ▁ह ▁त ▁ल म ल र ▁क ष त र ▁म ▁पर त ग म ▁पर व ह ▁स म प त ▁ह ▁जत ▁ह ▁लक न ▁ल म ल प ड य ▁क ष त र ▁म ▁पर त ग म ▁पर व ह ▁अ भ ▁भ ▁म ज द ▁ह
audio_0_129317	▁त ▁यह ▁एक ▁1 0 0 k ▁प ट श य म टर ▁ह
audio_0_11544	▁त ▁1 0 0 ▁2 ▁ 7 0 7 ▁ r ▁लग भ ग ▁यह ▁ 7 1 ▁व ल ट ▁ह ▁यह ▁ 7 0 ▁ह ▁यह ▁ r m s ▁व ल य ▁ r ▁ह ▁यद ▁जब ▁v ▁य ▁ t ▁क ▁ ग ण न ▁कर ▁रह ▁ह ▁यह ▁प क ▁व ल य ▁ह ▁v ▁ m ▁ r ▁ 7 1 ▁लग भ ग ▁यह ▁ 7 0 7 ▁ह
audio_0_12797	▁और ▁ τ ▁ c ▁ r t h e v e n i n ▁म
audio_0_160950	▁लक न ▁द ▁अ ल ग ▁अ ल ग ▁ च ज ▁क ▁एक ▁स म न ▁स ख य ▁और ▁फर ▁हम ▁एक ▁स ▁द स र ▁क ▁अ स इ न ▁करन ▁ह ग
audio_0_130794	▁अब ▁कय ▁ह ग ▁अ ग र ▁हम र ▁पस ▁इस ▁तरह ▁क ▁क थ न ▁जस ▁यह ▁ c ▁ d e a d b e e f ▁और ▁ c ▁ 4 ▁ d e a d b e e f ▁ह ▁त ▁न श च त ▁रप ▁स ▁यह ▁ड ट ▁इन ▁सथ न ▁म ▁ल ख ▁जत ▁ह
audio_0_165684	▁जब ▁म न ▁ ऊ प र ▁ब ल य ▁म न ▁इस ▁ब न य
audio_0_103811	▁त ▁यह ▁एक ▁ब र च ग ▁ घ ट न ▁क ▁अन क रण ▁करत ▁ह
audio_0_165441	▁यह ▁स र फ ▁इ त न ▁क ह ▁रह ▁ह ▁क ▁जस ▁क ▁यह ▁एक ▁ह ड ल र ▁ह
audio_0_165036	▁म इ ड ▁य ▁प ड ▁इस ▁पर क र ▁क ▁प इ टर ▁ह
audio_0_137374	▁त ▁यह ▁व ल ट ज ▁ल इ न ▁स ▁ल इ न ▁ह ▁ ठ क
